var name,label,var type,dataset
V1733,"V1733 - REPWT148: Replicate Weight 148Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1734,"V1734 - REPWT149: Replicate Weight 149Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1735,"V1735 - REPWT150: Replicate Weight 150Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1736,"V1736 - REPWT151: Replicate Weight 151Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1737,"V1737 - REPWT152: Replicate Weight 152Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1738,"V1738 - REPWT153: Replicate Weight 153Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1739,"V1739 - REPWT154: Replicate Weight 154Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1740,"V1740 - REPWT155: Replicate Weight 155Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1741,"V1741 - REPWT156: Replicate Weight 156Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1742,"V1742 - REPWT157: Replicate Weight 157Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1743,"V1743 - REPWT158: Replicate Weight 158Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1744,"V1744 - REPWT159: Replicate Weight 159Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1745,"V1745 - REPWT160: Replicate Weight 160Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1746,"V1746 - REPWT161: Replicate Weight 161Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1747,"V1747 - REPWT162: Replicate Weight 162Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1748,"V1748 - REPWT163: Replicate Weight 163Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1749,"V1749 - REPWT164: Replicate Weight 164Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1750,"V1750 - REPWT165: Replicate Weight 165Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1751,"V1751 - REPWT166: Replicate Weight 166Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1752,"V1752 - REPWT167: Replicate Weight 167Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1753,"V1753 - REPWT168: Replicate Weight 168Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1754,"V1754 - REPWT169: Replicate Weight 169Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1755,"V1755 - REPWT170: Replicate Weight 170Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1756,"V1756 - REPWT171: Replicate Weight 171Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1757,"V1757 - REPWT172: Replicate Weight 172Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1758,"V1758 - REPWT173: Replicate Weight 173Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1759,"V1759 - REPWT174: Replicate Weight 174Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1760,"V1760 - REPWT175: Replicate Weight 175Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1761,"V1761 - REPWT176: Replicate Weight 176Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1762,"V1762 - REPWT177: Replicate Weight 177Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1763,"V1763 - REPWT178: Replicate Weight 178Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1764,"V1764 - REPWT179: Replicate Weight 179Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1765,"V1765 - REPWT180: Replicate Weight 180Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1766,"V1766 - REPWT181: Replicate Weight 181Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1767,"V1767 - REPWT182: Replicate Weight 182Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1768,"V1768 - REPWT183: Replicate Weight 183Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1769,"V1769 - REPWT184: Replicate Weight 184Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1770,"V1770 - REPWT185: Replicate Weight 185Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1771,"V1771 - REPWT186: Replicate Weight 186Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1772,"V1772 - REPWT187: Replicate Weight 187Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1773,"V1773 - REPWT188: Replicate Weight 188Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1774,"V1774 - REPWT189: Replicate Weight 189Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1775,"V1775 - REPWT190: Replicate Weight 190Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1776,"V1776 - REPWT191: Replicate Weight 191Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1777,"V1777 - REPWT192: Replicate Weight 192Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1778,"V1778 - REPWT193: Replicate Weight 193Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1779,"V1779 - REPWT194: Replicate Weight 194Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1780,"V1780 - REPWT195: Replicate Weight 195Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1781,"V1781 - REPWT196: Replicate Weight 196Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1782,"V1782 - REPWT197: Replicate Weight 197Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1783,"V1783 - REPWT198: Replicate Weight 198Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1784,"V1784 - REPWT199: Replicate Weight 199Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1785,"V1785 - REPWT200: Replicate Weight 200Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1786,"V1786 - REPWT201: Replicate Weight 201Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1787,"V1787 - REPWT202: Replicate Weight 202Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1788,"V1788 - REPWT203: Replicate Weight 203Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1789,"V1789 - REPWT204: Replicate Weight 204Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1790,"V1790 - REPWT205: Replicate Weight 205Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1791,"V1791 - REPWT206: Replicate Weight 206Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1792,"V1792 - REPWT207: Replicate Weight 207Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1793,"V1793 - REPWT208: Replicate Weight 208Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1794,"V1794 - REPWT209: Replicate Weight 209Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1795,"V1795 - REPWT210: Replicate Weight 210Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1796,"V1796 - REPWT211: Replicate Weight 211Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1797,"V1797 - REPWT212: Replicate Weight 212Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1798,"V1798 - REPWT213: Replicate Weight 213Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1799,"V1799 - REPWT214: Replicate Weight 214Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1800,"V1800 - REPWT215: Replicate Weight 215Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1801,"V1801 - REPWT216: Replicate Weight 216Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1802,"V1802 - REPWT217: Replicate Weight 217Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1803,"V1803 - REPWT218: Replicate Weight 218Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1804,"V1804 - REPWT219: Replicate Weight 219Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1805,"V1805 - REPWT220: Replicate Weight 220Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1806,"V1806 - REPWT221: Replicate Weight 221Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1807,"V1807 - REPWT222: Replicate Weight 222Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1808,"V1808 - REPWT223: Replicate Weight 223Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1809,"V1809 - REPWT224: Replicate Weight 224Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1810,"V1810 - REPWT225: Replicate Weight 225Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1811,"V1811 - REPWT226: Replicate Weight 226Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1812,"V1812 - REPWT227: Replicate Weight 227Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1813,"V1813 - REPWT228: Replicate Weight 228Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1814,"V1814 - REPWT229: Replicate Weight 229Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1815,"V1815 - REPWT230: Replicate Weight 230Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1816,"V1816 - REPWT231: Replicate Weight 231Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1817,"V1817 - REPWT232: Replicate Weight 232Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1818,"V1818 - REPWT233: Replicate Weight 233Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1819,"V1819 - REPWT234: Replicate Weight 234Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1820,"V1820 - REPWT235: Replicate Weight 235Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1821,"V1821 - REPWT236: Replicate Weight 236Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1822,"V1822 - REPWT237: Replicate Weight 237Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1823,"V1823 - REPWT238: Replicate Weight 238Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1824,"V1824 - REPWT239: Replicate Weight 239Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
